Item number,Name,Brand,Modul,Cost Value,januar,februar,marts,april,maj,juni,juli,august,september,oktober,november,december,Total
MMW0090_4,Micro Machines Starter Pack Neon Nights SOLID,Micro Machines,SalgsOrdre SE,15.2,0.0,0.0,0.0,20.0,0.0,0.0,0,0,0,0,0,0,20.0
MMW0090_4,Micro Machines Starter Pack Neon Nights SOLID,Micro Machines,Stock,15.2,0.0,0.0,0.0,380.0,380.0,380.0,380,380,380,380,380,380,380.0
MMW0090_4,Micro Machines Starter Pack Neon Nights SOLID,Micro Machines,Forecast OT,15.2,0.0,0.0,0.0,0.0,250.0,0.0,0,0,0,0,0,0,250.0
MMW0004_4,Micro Machines Starter Pack Random Ass.,Micro Machines,Købsordre,15.2,0.0,0.0,0.0,6500.0,0.0,0.0,0,0,0,0,0,0,6500.0
MMW0004_4,Micro Machines Starter Pack Random Ass.,Micro Machines,SalgsOrdre SE,15.2,0.0,0.0,0.0,0.0,2400.0,0.0,0,0,0,0,0,0,2400.0
MMW0004_4,Micro Machines Starter Pack Random Ass.,Micro Machines,Stock,15.2,0.0,0.0,0.0,6500.0,4100.0,4100.0,4100,4100,4100,4100,4100,4100,4100.0
MMW0004_4,Micro Machines Starter Pack Random Ass.,Micro Machines,Forecast SE,15.2,0.0,0.0,0.0,0.0,2400.0,0.0,0,0,0,0,0,0,2400.0
MMW0012,Micro Machines Starter Pack Ultimate Exotics SOLID,Micro Machines,Købsordre,12.41833,0.0,0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
MMW0012,Micro Machines Starter Pack Ultimate Exotics SOLID,Micro Machines,Stock,12.41833,0.0,0.0,200.0,200.0,200.0,200.0,200,200,200,200,200,200,200.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Købsordre,124.0,0.0,0.0,1000.0,2020.0,0.0,0.0,0,0,0,0,0,0,3020.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,SalgsOrdre DK,124.0,0.0,160.0,156.0,10.0,2.0,2.0,0,0,0,0,0,0,330.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,SalgsOrdre SE,124.0,0.0,0.0,0.0,0.0,1020.0,0.0,0,0,0,0,0,0,1020.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,SalgsOrdre FI,124.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0,0,0,0,0,20.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Stock,124.0,0.0,-160.0,664.0,2674.0,1652.0,1650.0,1650,1650,1650,1650,1650,1650,1650.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast DK,124.0,0.0,160.0,251.0,245.0,196.0,127.4,0,0,0,0,0,0,979.4
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast SE,124.0,0.0,0.0,0.0,0.0,1020.0,0.0,0,0,0,0,0,0,1020.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast NO,124.0,0.0,80.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,380.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast FI,124.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0,0,0,0,0,20.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast OT,124.0,0.0,200.0,200.0,200.0,200.0,0.0,0,0,0,0,0,0,800.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,Købsordre,42.08146,0.0,0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,Invoiced SE,42.08146,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,Invoiced OT,42.08146,200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,SalgsOrdre DK,42.08146,0.0,0.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,16.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,Stock,42.08146,192.0,192.0,388.0,384.0,380.0,376.0,376,376,376,376,376,376,376.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,Forecast DK,42.08146,36.0,130.0,52.0,130.0,104.0,68.0,0,0,0,0,0,0,520.0
MMW0035,Micro Machines Transf. Playset Car Wash SOLID,Micro Machines,Forecast OT,42.08146,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,100.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,Købsordre,38.42938,0.0,0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,Invoiced SE,38.42938,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,Invoiced OT,38.42938,200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,SalgsOrdre DK,38.42938,0.0,0.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,16.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,Stock,38.42938,192.0,192.0,388.0,384.0,380.0,376.0,376,376,376,376,376,376,376.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,Forecast DK,38.42938,36.0,130.0,52.0,130.0,104.0,68.0,0,0,0,0,0,0,520.0
MMW0033,Micro Machines Transf. Playset Fire Rescue SOLID,Micro Machines,Forecast OT,38.42938,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,100.0
50-00688,Micro Machines Transforming Playset Ass.,Micro Machines,SalgsOrdre DK,44.0,0.0,0.0,300.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
50-00688,Micro Machines Transforming Playset Ass.,Micro Machines,Stock,44.0,0.0,0.0,-300.0,-300.0,-300.0,-300.0,-300,-300,-300,-300,-300,-300,-300.0
50-00688 ICA,Micro Machines Transforming Playset Ass.,Micro Machines,Invoiced SE,44.0,384.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,384.0
50-00688 ICA,Micro Machines Transforming Playset Ass.,Micro Machines,SalgsOrdre SE,44.0,104.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,104.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,SalgsOrdre SE,39.635,104.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,104.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Stock,39.635,-104.0,-104.0,-104.0,-104.0,-104.0,-104.0,-104,-104,-104,-104,-104,-104,-104.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast DK,39.635,0.0,300.0,300.0,0.0,0.0,0.0,0,0,0,0,0,0,600.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast SE,39.635,400.0,335.0,363.0,363.0,317.0,298.0,0,0,0,0,0,0,2076.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast NO,39.635,100.0,200.0,200.0,200.0,100.0,0.0,0,0,0,0,0,0,800.0
MMW0032_2,Micro Machines Transforming Playset Ass.,Micro Machines,Købsordre,44.0,0.0,0.0,4500.0,0.0,0.0,0.0,0,0,0,0,0,0,4500.0
MMW0032_2,Micro Machines Transforming Playset Ass.,Micro Machines,SalgsOrdre DK,44.0,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
MMW0032_2,Micro Machines Transforming Playset Ass.,Micro Machines,Stock,44.0,0.0,-300.0,4200.0,4200.0,4200.0,4200.0,4200,4200,4200,4200,4200,4200,4200.0
MMW0032_2,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast OT,44.0,0.0,200.0,200.0,100.0,200.0,100.0,0,0,0,0,0,0,800.0
